id,name,price,image_url,ip,style,description,shop
64d3f48f22e78691,BEASTBOX スウィンゴ 第一弾,71.5,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000400_sgUi0g2.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000400,52TOYS Japan
ae3b55e172bd615e,BLINDBOX CiCiLu（シシル）海の小さなメッセンジャー シリーズ,85.25,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000358_mVU5rIf.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000358,52TOYS Japan
76cab2194b9a8b0c,BLINDBOX Cicilu（シシル）海の小さなメッセンジャー スマホストラップ,74.25,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000398_cqsjykN.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000398,52TOYS Japan
5d10a57d49bd89e6,BLINDBOX FUWAFUWA グラマーキューティー シリーズ,77.0,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000247_EduHrCm.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000247,52TOYS Japan
3e4bc1252945348a,BLINDBOX KIMMY&MIKI アニマルシリーズ 2 シリーズ,71.5,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000153_IgX9DTn.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000153,52TOYS Japan
ac1b94415164ce1e,BLINDBOX KIMMY&MIKI ベイビーゴーカート シリーズ,82.5,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000154_1qgA9Vx.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000154,52TOYS Japan
e50e3bbf73bebee2,BLINDBOX LAPLLY（ラプリー） タロットの歌 シリーズ,82.5,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000336_1xBDiy5.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000336,52TOYS Japan
7f1cbce2db67cce4,BLINDBOX LAPLLY（ラプリー） ヴィンテージメモリーシリーズ,82.5,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000335_F1zoJM8.png,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000335,52TOYS Japan
061aad4aefc839e5,BLINDBOX LILITH（リリス） The Century of Mary I シリーズ,93.5,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000253_dzydIa3.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000253,52TOYS Japan
3af72f70b4252a32,BLINDBOX LILITH（リリス） ミッドナイトティーパーティー シリーズ,93.5,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000157_pQrNENG.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000157,52TOYS Japan
e526751092a52d5a,BLINDBOX LILITH（リリス） 仮装舞踏会 シリーズ,93.5,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000158_RJUquvw.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000158,52TOYS Japan
4f29ec4c8e230a97,BLINDBOX LILITH（リリス） 秘密の実験 シリーズ,82.5,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000235_7Om240V.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000235,52TOYS Japan
6367b518754949b3,BLINDBOX NINNIC（ニニック） ニコニコシリーズ マグネット,66.0,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000382_4r64LOD.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000382,52TOYS Japan
1bc0345685848d19,BLINDBOX NINNIC（ニニック） ワイルド&フリー ぬいぐるみストラップ,170.5,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000397_WTdtl1T.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000397,52TOYS Japan
026e8aa525ee222c,BLINDBOX NINNIC（ニニック） ワイルド&フリースマホストラップ,74.25,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000405_sF6SE6k.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000405,52TOYS Japan
8e1c1c8de7d2a6a2,BLINDBOX NINNIC（ニニック）NIコニコ シリーズ,93.5,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000396_aQY94ub.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000396,52TOYS Japan
5f5f7d9e7a848c63,BLINDBOX NOOK（ヌーク） the Kid シリーズ,77.0,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000160_ZSf6lRu.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000160,52TOYS Japan
34a1cd7836fbf475,BLINDBOX NOOK（ヌーク） ぬいぐるみドール シリーズ,163.9,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000356_Gii4wgU.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000356,52TOYS Japan
09f2d5c28fdc5d9c,BLINDBOX NOOK（ヌーク） ウェストランドパーク シリーズ,88.0,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000216_Mgg6sBm.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000216,52TOYS Japan
b8f4048586c345c5,BLINDBOX NOOK（ヌーク） ナイトシリーズ 看板ライトマグネット,33.0,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000403_5lOdOjZ.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000403,52TOYS Japan
437fe92eb5b36e95,BLINDBOX NOOK（ヌーク） ハートの探求 シリーズ,88.0,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000234_FbLQsTT.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000234,52TOYS Japan
86ea7b8141438728,BLINDBOX NOOK（ヌーク） リトルワールド シリーズ,88.0,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000159_qkfOVyy.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000159,52TOYS Japan
25d21df4f55ae291,BLINDBOX NOOK（ヌーク） ヴィンテージショップ シリーズ,88.0,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000254_cqClRcV.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000254,52TOYS Japan
e8223ee915404438,BLINDBOX NOOK（ヌーク） 夜は僕の小さな宇宙 キーホルダー,37.4,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000404_0PmBzCn.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000404,52TOYS Japan
c87963b31cf1b131,BLINDBOX NOOK（ヌーク） 夜は私のちいさな宇宙 シリーズ,85.25,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000357_Ya613O4.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000357,52TOYS Japan
7da86d795edbfdd9,BLINDBOX PANDA ROLL（パンダロール） Panda As A Cat (パンダロール パンダも猫)シリーズ,71.5,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000161_7OvDKPG.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000161,52TOYS Japan
572d8b23aa8ac83c,BLINDBOX PANDA ROLL（パンダロール） お座りパンダ シリーズ,12.1,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000162_Qmt0IdP.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000162,52TOYS Japan
82172e622354d690,BLINDBOX PANDA ROLL（パンダロール） キンダーガーデンシリーズ,71.5,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000163_nQk1Gbz.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000163,52TOYS Japan
e89bdc761639cc7b,BLINDBOX PANDA ROLL（パンダロール） ショッピングストリート シリーズ,110.0,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000164_9ZqUd57.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000164,52TOYS Japan
d40114ac6ba3dd06,BLINDBOX PANDA ROLL（パンダロール） ツリークライミング シリーズ,77.0,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000165_zFa0DRD.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000165,52TOYS Japan
1aa223a911068c17,BLINDBOX PANDA ROLL（パンダロール） ドラゴンボートレーシング シリーズ,82.5,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000167_g701PrV.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000167,52TOYS Japan
94926ca80696d6e0,BLINDBOX PANDA ROLL（パンダロール） ドーパミンパンダ シリーズ,11.0,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000166_2IBc23C.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000166,52TOYS Japan
1c4b6b4430aa64f3,BLINDBOX PANDA ROLL（パンダロール） バレエの発表会 シリーズ,82.5,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000197_Bh9CdMP.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000197,52TOYS Japan
7ec1154c152f9f78,BLINDBOX PANDA ROLL（パンダロール） パーティシリーズ ぬいぐるみ シリーズ,71.5,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000256_FgnaUH6.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000256,52TOYS Japan
9c33675ebf275366,BLINDBOX PANDA ROLL（パンダロール） フラワーワールド シリーズ,55.0,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000283_PfoaBcg.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000283,52TOYS Japan
05c577dc8b685075,BLINDBOX PANDA ROLL（パンダロール） プレイフル ジャーナル シリーズ,82.5,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000276_JHdpgjm.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000276,52TOYS Japan
1f2cbb52b5371e8e,BLINDBOX PANDA ROLL（パンダロール） ミニミー ドレスアップシリーズ,27.5,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000238_dc9Elys.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000238,52TOYS Japan
f1e9da2c02eaaba2,BLINDBOX PANDA ROLL（パンダロール） ラッキーニューイヤーシリーズ,88.0,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000169_Zntujv4.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000169,52TOYS Japan
1e6da5852f9505c2,BLINDBOX PANDA ROLL（パンダロール） 日常シリーズ 第1弾,66.0,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000170_rmWDWWc.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000170,52TOYS Japan
c8d410f16d7b5506,BLINDBOX PANDA ROLL（パンダロール） 日常シリーズ 第2弾,71.5,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000171_X1GkntS.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000171,52TOYS Japan
5963702561fa8647,BLINDBOX PANDA ROLL（パンダロール）ハッピー・ウィークエンドシリーズ ぬいぐるみストラップ,93.5,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000394_a7t5C0h.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000394,52TOYS Japan
1a64adfef7f45d83,BLINDBOX PIQIQI Little Monster シリーズ,88.0,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000172_aKhgXgH.jpg,52TOYS,暗黑潮酷,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000172,52TOYS Japan
18d90d8e3d0fed05,BLINDBOX POUKAPOUKA（ポカポカ） ムードバブルズ ぬいぐるみストラップ シリーズ,96.25,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000329_lCe6765.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000329,52TOYS Japan
4899da778620bfc0,BLINDBOX POUKAPOUKA（ポカポカ）ウィズ・ミー ぬいぐるみストラップ,104.5,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000411_8T3ZalR.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000411,52TOYS Japan
c2e74a19a1a7bfb8,BLINDBOX QTAGE アーティスト シリーズ,77.0,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000173_5AxLERB.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000173,52TOYS Japan
9a9400386eaa63c7,BLINDBOX QUE SERAシリーズ MODERN ANCIENTS ART BONSAI アーティスティック盆栽,33.0,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000174_kOfeGeW.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000174,52TOYS Japan
e70272aefca564ae,BLINDBOX QUE SERAシリーズ レインボータウン シリーズ,49.5,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000267_IEJMdKz.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000267,52TOYS Japan
7050f217f0f0b4ff,BLINDBOX QUE SERAシリーズ ロボキャット,49.5,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000328_eXZZqj8.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000328,52TOYS Japan
aae7dd6fce19407a,BLINDBOX QUE SERAシリーズ 緊急ボタン,49.5,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000327_QIZ6lrL.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000327,52TOYS Japan
fae28cda429c8758,BLINDBOX QUE SERAシリーズ 超活画,60.5,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000386_ejs183z.jpg,52TOYS,潮玩盲盒,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000386,52TOYS Japan
3e15fb1b6b9d2914,BLINDBOX SLEEP（スリープ） シーエルフ シリーズ,77.0,https://makeshop-multi-images.akamaized.net/52toysjapan/itemimages/000000000178_0zWI3I1.jpg,52TOYS,治愈系,52TOYS Japan official BLINDBOX search listing. 来源: https://www.52toys.jp/view/item/000000000178,52TOYS Japan
